queryID,Rank,Precision,Recall
1,1,0,0
1,2,0,0
1,3,0.333333333333333,0.2
1,4,0.5,0.4
1,5,0.4,0.4
1,6,0.333333333333333,0.4
1,7,0.285714285714286,0.4
1,8,0.25,0.4
1,9,0.222222222222222,0.4
1,10,0.2,0.4
1,11,0.181818181818182,0.4
1,12,0.166666666666667,0.4
1,13,0.153846153846154,0.4
1,14,0.142857142857143,0.4
1,15,0.133333333333333,0.4
1,16,0.125,0.4
1,17,0.117647058823529,0.4
1,18,0.166666666666667,0.6
1,19,0.157894736842105,0.6
1,20,0.15,0.6
1,21,0.142857142857143,0.6
1,22,0.136363636363636,0.6
1,23,0.130434782608696,0.6
1,24,0.125,0.6
1,25,0.12,0.6
1,26,0.115384615384615,0.6
1,27,0.111111111111111,0.6
1,28,0.107142857142857,0.6
1,29,0.103448275862069,0.6
1,30,0.1,0.6
1,31,0.0967741935483871,0.6
1,32,0.09375,0.6
1,33,0.0909090909090909,0.6
1,34,0.0882352941176471,0.6
1,35,0.0857142857142857,0.6
1,36,0.0833333333333333,0.6
1,37,0.0810810810810811,0.6
1,38,0.0789473684210526,0.6
1,39,0.0769230769230769,0.6
1,40,0.075,0.6
1,41,0.0731707317073171,0.6
1,42,0.0714285714285714,0.6
1,43,0.0697674418604651,0.6
1,44,0.0681818181818182,0.6
1,45,0.0666666666666667,0.6
1,46,0.0652173913043478,0.6
1,47,0.0638297872340425,0.6
1,48,0.0833333333333333,0.8
1,49,0.0816326530612245,0.8
1,50,0.08,0.8
2,1,0,0
2,2,0.5,0.333333333333333
2,3,0.333333333333333,0.333333333333333
2,4,0.25,0.333333333333333
2,5,0.2,0.333333333333333
2,6,0.166666666666667,0.333333333333333
2,7,0.142857142857143,0.333333333333333
2,8,0.125,0.333333333333333
2,9,0.111111111111111,0.333333333333333
2,10,0.2,0.666666666666667
2,11,0.181818181818182,0.666666666666667
2,12,0.166666666666667,0.666666666666667
2,13,0.153846153846154,0.666666666666667
2,14,0.214285714285714,1
2,15,0.2,1
2,16,0.1875,1
2,17,0.176470588235294,1
2,18,0.166666666666667,1
2,19,0.157894736842105,1
2,20,0.15,1
2,21,0.142857142857143,1
2,22,0.136363636363636,1
2,23,0.130434782608696,1
2,24,0.125,1
2,25,0.12,1
2,26,0.115384615384615,1
2,27,0.111111111111111,1
2,28,0.107142857142857,1
2,29,0.103448275862069,1
2,30,0.1,1
2,31,0.0967741935483871,1
2,32,0.09375,1
2,33,0.0909090909090909,1
2,34,0.0882352941176471,1
2,35,0.0857142857142857,1
2,36,0.0833333333333333,1
2,37,0.0810810810810811,1
2,38,0.0789473684210526,1
2,39,0.0769230769230769,1
2,40,0.075,1
2,41,0.0731707317073171,1
2,42,0.0714285714285714,1
2,43,0.0697674418604651,1
2,44,0.0681818181818182,1
2,45,0.0666666666666667,1
2,46,0.0652173913043478,1
2,47,0.0638297872340425,1
2,48,0.0625,1
2,49,0.0612244897959184,1
2,50,0.06,1
3,1,0,0
3,2,0.5,0.166666666666667
3,3,0.333333333333333,0.166666666666667
3,4,0.25,0.166666666666667
3,5,0.2,0.166666666666667
3,6,0.166666666666667,0.166666666666667
3,7,0.142857142857143,0.166666666666667
3,8,0.125,0.166666666666667
3,9,0.111111111111111,0.166666666666667
3,10,0.1,0.166666666666667
3,11,0.0909090909090909,0.166666666666667
3,12,0.0833333333333333,0.166666666666667
3,13,0.0769230769230769,0.166666666666667
3,14,0.0714285714285714,0.166666666666667
3,15,0.0666666666666667,0.166666666666667
3,16,0.0625,0.166666666666667
3,17,0.0588235294117647,0.166666666666667
3,18,0.0555555555555556,0.166666666666667
3,19,0.0526315789473684,0.166666666666667
3,20,0.05,0.166666666666667
3,21,0.0476190476190476,0.166666666666667
3,22,0.0454545454545455,0.166666666666667
3,23,0.0434782608695652,0.166666666666667
3,24,0.0416666666666667,0.166666666666667
3,25,0.04,0.166666666666667
3,26,0.0384615384615385,0.166666666666667
3,27,0.037037037037037,0.166666666666667
3,28,0.0357142857142857,0.166666666666667
3,29,0.0344827586206897,0.166666666666667
3,30,0.0333333333333333,0.166666666666667
3,31,0.032258064516129,0.166666666666667
3,32,0.03125,0.166666666666667
3,33,0.0303030303030303,0.166666666666667
3,34,0.0294117647058824,0.166666666666667
3,35,0.0285714285714286,0.166666666666667
3,36,0.0277777777777778,0.166666666666667
3,37,0.027027027027027,0.166666666666667
3,38,0.0263157894736842,0.166666666666667
3,39,0.0256410256410256,0.166666666666667
3,40,0.025,0.166666666666667
3,41,0.024390243902439,0.166666666666667
3,42,0.0238095238095238,0.166666666666667
3,43,0.0232558139534884,0.166666666666667
3,44,0.0227272727272727,0.166666666666667
3,45,0.0222222222222222,0.166666666666667
3,46,0.0217391304347826,0.166666666666667
3,47,0.0212765957446809,0.166666666666667
3,48,0.0208333333333333,0.166666666666667
3,49,0.0204081632653061,0.166666666666667
3,50,0.02,0.166666666666667
4,1,0,0
4,2,0.5,0.0833333333333333
4,3,0.333333333333333,0.0833333333333333
4,4,0.25,0.0833333333333333
4,5,0.2,0.0833333333333333
4,6,0.166666666666667,0.0833333333333333
4,7,0.142857142857143,0.0833333333333333
4,8,0.25,0.166666666666667
4,9,0.222222222222222,0.166666666666667
4,10,0.2,0.166666666666667
4,11,0.181818181818182,0.166666666666667
4,12,0.166666666666667,0.166666666666667
4,13,0.153846153846154,0.166666666666667
4,14,0.142857142857143,0.166666666666667
4,15,0.133333333333333,0.166666666666667
4,16,0.125,0.166666666666667
4,17,0.117647058823529,0.166666666666667
4,18,0.111111111111111,0.166666666666667
4,19,0.105263157894737,0.166666666666667
4,20,0.15,0.25
4,21,0.142857142857143,0.25
4,22,0.136363636363636,0.25
4,23,0.130434782608696,0.25
4,24,0.125,0.25
4,25,0.12,0.25
4,26,0.115384615384615,0.25
4,27,0.111111111111111,0.25
4,28,0.142857142857143,0.333333333333333
4,29,0.137931034482759,0.333333333333333
4,30,0.133333333333333,0.333333333333333
4,31,0.129032258064516,0.333333333333333
4,32,0.125,0.333333333333333
4,33,0.121212121212121,0.333333333333333
4,34,0.117647058823529,0.333333333333333
4,35,0.114285714285714,0.333333333333333
4,36,0.111111111111111,0.333333333333333
4,37,0.108108108108108,0.333333333333333
4,38,0.105263157894737,0.333333333333333
4,39,0.102564102564103,0.333333333333333
4,40,0.1,0.333333333333333
4,41,0.0975609756097561,0.333333333333333
4,42,0.0952380952380952,0.333333333333333
4,43,0.0930232558139535,0.333333333333333
4,44,0.0909090909090909,0.333333333333333
4,45,0.0888888888888889,0.333333333333333
4,46,0.0869565217391304,0.333333333333333
4,47,0.0851063829787234,0.333333333333333
4,48,0.0833333333333333,0.333333333333333
4,49,0.0816326530612245,0.333333333333333
4,50,0.08,0.333333333333333
5,1,0,0
5,2,0,0
5,3,0,0
5,4,0,0
5,5,0.2,0.125
5,6,0.166666666666667,0.125
5,7,0.142857142857143,0.125
5,8,0.125,0.125
5,9,0.111111111111111,0.125
5,10,0.1,0.125
5,11,0.0909090909090909,0.125
5,12,0.0833333333333333,0.125
5,13,0.0769230769230769,0.125
5,14,0.142857142857143,0.25
5,15,0.133333333333333,0.25
5,16,0.125,0.25
5,17,0.117647058823529,0.25
5,18,0.111111111111111,0.25
5,19,0.105263157894737,0.25
5,20,0.1,0.25
5,21,0.0952380952380952,0.25
5,22,0.0909090909090909,0.25
5,23,0.0869565217391304,0.25
5,24,0.0833333333333333,0.25
5,25,0.08,0.25
5,26,0.0769230769230769,0.25
5,27,0.0740740740740741,0.25
5,28,0.0714285714285714,0.25
5,29,0.0689655172413793,0.25
5,30,0.0666666666666667,0.25
5,31,0.0645161290322581,0.25
5,32,0.0625,0.25
5,33,0.0606060606060606,0.25
5,34,0.0588235294117647,0.25
5,35,0.0571428571428571,0.25
5,36,0.0555555555555556,0.25
5,37,0.0540540540540541,0.25
5,38,0.0526315789473684,0.25
5,39,0.0512820512820513,0.25
5,40,0.05,0.25
5,41,0.0731707317073171,0.375
5,42,0.0714285714285714,0.375
5,43,0.0697674418604651,0.375
5,44,0.0681818181818182,0.375
5,45,0.0666666666666667,0.375
5,46,0.0652173913043478,0.375
5,47,0.0638297872340425,0.375
5,48,0.0625,0.375
5,49,0.0612244897959184,0.375
5,50,0.06,0.375
6,1,0,0
6,2,0,0
6,3,0,0
6,4,0,0
6,5,0,0
6,6,0,0
6,7,0,0
6,8,0.125,0.333333333333333
6,9,0.222222222222222,0.666666666666667
6,10,0.2,0.666666666666667
6,11,0.181818181818182,0.666666666666667
6,12,0.166666666666667,0.666666666666667
6,13,0.153846153846154,0.666666666666667
6,14,0.142857142857143,0.666666666666667
6,15,0.133333333333333,0.666666666666667
6,16,0.125,0.666666666666667
6,17,0.117647058823529,0.666666666666667
6,18,0.111111111111111,0.666666666666667
6,19,0.105263157894737,0.666666666666667
6,20,0.1,0.666666666666667
6,21,0.0952380952380952,0.666666666666667
6,22,0.0909090909090909,0.666666666666667
6,23,0.0869565217391304,0.666666666666667
6,24,0.0833333333333333,0.666666666666667
6,25,0.08,0.666666666666667
6,26,0.0769230769230769,0.666666666666667
6,27,0.0740740740740741,0.666666666666667
6,28,0.0714285714285714,0.666666666666667
6,29,0.0689655172413793,0.666666666666667
6,30,0.0666666666666667,0.666666666666667
6,31,0.0645161290322581,0.666666666666667
6,32,0.0625,0.666666666666667
6,33,0.0606060606060606,0.666666666666667
6,34,0.0588235294117647,0.666666666666667
6,35,0.0571428571428571,0.666666666666667
6,36,0.0555555555555556,0.666666666666667
6,37,0.0540540540540541,0.666666666666667
6,38,0.0526315789473684,0.666666666666667
6,39,0.0512820512820513,0.666666666666667
6,40,0.05,0.666666666666667
6,41,0.0487804878048781,0.666666666666667
6,42,0.0476190476190476,0.666666666666667
6,43,0.0465116279069767,0.666666666666667
6,44,0.0454545454545455,0.666666666666667
6,45,0.0444444444444444,0.666666666666667
6,46,0.0434782608695652,0.666666666666667
6,47,0.0425531914893617,0.666666666666667
6,48,0.0416666666666667,0.666666666666667
6,49,0.0612244897959184,1
6,50,0.06,1
7,1,1,0.0357142857142857
7,2,1,0.0714285714285714
7,3,1,0.107142857142857
7,4,0.75,0.107142857142857
7,5,0.6,0.107142857142857
7,6,0.666666666666667,0.142857142857143
7,7,0.714285714285714,0.178571428571429
7,8,0.75,0.214285714285714
7,9,0.666666666666667,0.214285714285714
7,10,0.6,0.214285714285714
7,11,0.545454545454545,0.214285714285714
7,12,0.5,0.214285714285714
7,13,0.461538461538462,0.214285714285714
7,14,0.428571428571429,0.214285714285714
7,15,0.4,0.214285714285714
7,16,0.4375,0.25
7,17,0.470588235294118,0.285714285714286
7,18,0.444444444444444,0.285714285714286
7,19,0.421052631578947,0.285714285714286
7,20,0.4,0.285714285714286
7,21,0.380952380952381,0.285714285714286
7,22,0.363636363636364,0.285714285714286
7,23,0.347826086956522,0.285714285714286
7,24,0.333333333333333,0.285714285714286
7,25,0.32,0.285714285714286
7,26,0.307692307692308,0.285714285714286
7,27,0.296296296296296,0.285714285714286
7,28,0.285714285714286,0.285714285714286
7,29,0.275862068965517,0.285714285714286
7,30,0.266666666666667,0.285714285714286
7,31,0.258064516129032,0.285714285714286
7,32,0.25,0.285714285714286
7,33,0.242424242424242,0.285714285714286
7,34,0.235294117647059,0.285714285714286
7,35,0.228571428571429,0.285714285714286
7,36,0.222222222222222,0.285714285714286
7,37,0.216216216216216,0.285714285714286
7,38,0.210526315789474,0.285714285714286
7,39,0.205128205128205,0.285714285714286
7,40,0.2,0.285714285714286
7,41,0.195121951219512,0.285714285714286
7,42,0.19047619047619,0.285714285714286
7,43,0.186046511627907,0.285714285714286
7,44,0.181818181818182,0.285714285714286
7,45,0.177777777777778,0.285714285714286
7,46,0.173913043478261,0.285714285714286
7,47,0.170212765957447,0.285714285714286
7,48,0.166666666666667,0.285714285714286
7,49,0.163265306122449,0.285714285714286
7,50,0.16,0.285714285714286
8,1,0,0
8,2,0,0
8,3,0,0
8,4,0.25,0.333333333333333
8,5,0.2,0.333333333333333
8,6,0.166666666666667,0.333333333333333
8,7,0.285714285714286,0.666666666666667
8,8,0.25,0.666666666666667
8,9,0.222222222222222,0.666666666666667
8,10,0.2,0.666666666666667
8,11,0.181818181818182,0.666666666666667
8,12,0.166666666666667,0.666666666666667
8,13,0.153846153846154,0.666666666666667
8,14,0.142857142857143,0.666666666666667
8,15,0.133333333333333,0.666666666666667
8,16,0.125,0.666666666666667
8,17,0.117647058823529,0.666666666666667
8,18,0.111111111111111,0.666666666666667
8,19,0.105263157894737,0.666666666666667
8,20,0.1,0.666666666666667
8,21,0.0952380952380952,0.666666666666667
8,22,0.0909090909090909,0.666666666666667
8,23,0.0869565217391304,0.666666666666667
8,24,0.125,1
8,25,0.12,1
8,26,0.115384615384615,1
8,27,0.111111111111111,1
8,28,0.107142857142857,1
8,29,0.103448275862069,1
8,30,0.1,1
8,31,0.0967741935483871,1
8,32,0.09375,1
8,33,0.0909090909090909,1
8,34,0.0882352941176471,1
8,35,0.0857142857142857,1
8,36,0.0833333333333333,1
8,37,0.0810810810810811,1
8,38,0.0789473684210526,1
8,39,0.0769230769230769,1
8,40,0.075,1
8,41,0.0731707317073171,1
8,42,0.0714285714285714,1
8,43,0.0697674418604651,1
8,44,0.0681818181818182,1
8,45,0.0666666666666667,1
8,46,0.0652173913043478,1
8,47,0.0638297872340425,1
8,48,0.0625,1
8,49,0.0612244897959184,1
8,50,0.06,1
9,1,0,0
9,2,0,0
9,3,0.333333333333333,0.111111111111111
9,4,0.25,0.111111111111111
9,5,0.2,0.111111111111111
9,6,0.166666666666667,0.111111111111111
9,7,0.285714285714286,0.222222222222222
9,8,0.25,0.222222222222222
9,9,0.222222222222222,0.222222222222222
9,10,0.2,0.222222222222222
9,11,0.181818181818182,0.222222222222222
9,12,0.25,0.333333333333333
9,13,0.230769230769231,0.333333333333333
9,14,0.214285714285714,0.333333333333333
9,15,0.2,0.333333333333333
9,16,0.1875,0.333333333333333
9,17,0.235294117647059,0.444444444444444
9,18,0.222222222222222,0.444444444444444
9,19,0.210526315789474,0.444444444444444
9,20,0.2,0.444444444444444
9,21,0.19047619047619,0.444444444444444
9,22,0.181818181818182,0.444444444444444
9,23,0.173913043478261,0.444444444444444
9,24,0.166666666666667,0.444444444444444
9,25,0.16,0.444444444444444
